name,subindustry,batch,Location1,Year,status,success
Casetext,B2B Software and Services -> Legal,S13,Remote,13,Active,Ongoing
Cratejoy,B2B Software and Services -> Retail,S13,"Austin, TX, USA",13,Active,Ongoing
"Estimote, Inc.",B2B Software and Services -> Supply Chain and Logistics,S13,"KrakÃ³w, Lesser Poland Voivodeship, Poland",13,Active,Ongoing
Asseta,B2B Software and Services,S13,Remote,13,Active,Ongoing
7cups,Healthcare -> Healthcare Services,S13,"Virginia Beach, VA, USA",13,Active,Ongoing
Echo Locker,Consumer -> Home and Personal,S13,,13,Acquired,Exited
Weilos,Healthcare -> Consumer Health and Wellness,S13,"San Francisco, CA, USA",13,Acquired,Exited
Datarank,B2B Software and Services -> Marketing,S13,"Fayetteville, AR, USA",13,Acquired,Exited
Lumoid,Consumer -> Consumer Electronics,S13,"San Francisco, CA, USA",13,Acquired,Exited
StatusPage,"B2B Software and Services -> Engineering, Product and Design",S13,"San Francisco, CA, USA",13,Acquired,Exited
Bop.fm,Consumer -> Content,S13,"San Francisco, CA, USA",13,Acquired,Exited
Arcus,Financial Technology -> Banking and Exchange,S13,"Mexico City, CDMX, Mexico",13,Acquired,Exited
Senic,Consumer -> Consumer Electronics,S13,"Berlin, Berlin, Germany",13,Acquired,Exited
Layer By Layer,Consumer -> Home and Personal,S13,"Mountain View, CA, USA",13,Acquired,Exited
SpoonRocket,Consumer -> Food and Beverage,S13,"Berkeley, CA, USA",13,Acquired,Exited
SimpleLegal,B2B Software and Services -> Legal,S13,"Mountain View, CA, USA",13,Acquired,Exited
Hackermeter,B2B Software and Services -> Recruiting and Talent,S13,"San Francisco, CA, USA",13,Acquired,Exited
BloomThat,Consumer -> Home and Personal,S13,"San Francisco, CA, USA",13,Acquired,Exited
Standard Treasury,Financial Technology -> Banking and Exchange,S13,"San Francisco, CA, USA",13,Acquired,Exited
Apptimize,"B2B Software and Services -> Engineering, Product and Design",S13,"San Francisco, CA, USA",13,Acquired,Exited
URX,"B2B Software and Services -> Engineering, Product and Design",S13,"San Francisco, CA, USA",13,Acquired,Exited
Ixiplay,Consumer -> Consumer Electronics,S13,"Sunnyvale, CA, USA",13,Inactive,Inactive
WebCake,"B2B Software and Services -> Engineering, Product and Design",S13,,13,Inactive,Inactive
Kivo,B2B Software and Services -> Productivity,S13,"Palo Alto, CA, USA",13,Inactive,Inactive
SoundFocus,Healthcare -> Consumer Health and Wellness,S13,"San Francisco, CA, USA",13,Inactive,Inactive
Butter Systems,B2B Software and Services -> Retail,S13,"San Francisco, CA, USA",13,Inactive,Inactive
Audobox,"B2B Software and Services -> Engineering, Product and Design",S13,,13,Inactive,Inactive
Amulyte,Healthcare -> Consumer Health and Wellness,S13,"Mountain View, CA, USA",13,Inactive,Inactive
Watchsend,"B2B Software and Services -> Engineering, Product and Design",S13,"San Francisco, CA, USA",13,Inactive,Inactive
Meta,Consumer -> Virtual and Augmented Reality,S13,"San Mateo, CA, USA",13,Inactive,Inactive
LocalOn,B2B Software and Services -> Retail,S13,"San Francisco, CA, USA",13,Inactive,Inactive
Hum,B2B Software and Services -> Productivity,S13,"San Francisco, CA, USA",13,Inactive,Inactive
Graft Concepts,Consumer -> Consumer Electronics,S13,"Mountain View, CA, USA",13,Inactive,Inactive
Glio,Consumer -> Apparel and Cosmetics,S13,"Rio de Janeiro, RJ, Brazil",13,Inactive,Inactive
Floobits,"B2B Software and Services -> Engineering, Product and Design",S13,"San Francisco, CA, USA",13,Inactive,Inactive
GoComm,B2B Software and Services -> Productivity,S13,"Mountain View, CA, USA",13,Inactive,Inactive
Crowdery,B2B Software and Services -> Retail,S13,"San Francisco, CA, USA",13,Inactive,Inactive
Buttercoin,Financial Technology -> Banking and Exchange,S13,"Palo Alto, CA, USA",13,Inactive,Inactive
StackMachine,B2B Software and Services -> Infrastructure,S13,"San Francisco, CA, USA",13,Inactive,Inactive
FanHero,Consumer -> Social,S13,Remote,13,Inactive,Inactive
Teleborder,B2B Software and Services -> Human Resources,S13,"San Francisco, CA, USA",13,Inactive,Inactive
ClassDojo,Education,IK12,Remote,12,Active,Ongoing
RaiseMe,Education,IK12,"San Francisco, CA, USA",12,Active,Ongoing
The Rumie Initiative,Education,IK12,"Toronto, ON, Canada",12,Active,Ongoing
Sense,Education,IK12,"Boston, MA, USA",12,Active,Ongoing
Next Tech,Education,IK12,"Oakland, CA, USA",12,Active,Ongoing
Allcancode,"B2B Software and Services -> Engineering, Product and Design",IK12,Remote,12,Active,Ongoing
Sown To Grow,Education,IK12,"Oakland, CA, USA",12,Active,Ongoing
Swing Education,Education,IK12,"San Mateo, CA, USA",12,Active,Ongoing
KickUp,Education,IK12,"Philadelphia, PA, USA",12,Active,Ongoing
ProjectPro,Education,IK12,Remote,12,Active,Ongoing
Tickle,Education,IK12,"San Francisco, CA, USA",12,Active,Ongoing
Mosa Mack Science,Education,IK12,Remote,12,Active,Ongoing
AdmitSee,Education,IK12,"San Francisco, CA, USA",12,Active,Ongoing
Trinket,Education,IK12,Remote,12,Active,Ongoing
ReadWorks,Education,IK12,"New York, NY, USA",12,Active,Ongoing
Educents,Education,IK12,"San Francisco, CA, USA",12,Active,Ongoing
Formative,Education,IK12,"Inglewood, CA, USA",12,Active,Ongoing
Peekapak,Education,IK12,"Toronto, ON, Canada",12,Active,Ongoing
TeachMe,Education,IK12,"Edmonton, AB, Canada",12,Active,Ongoing
Bloomboard,Education,IK12,"Pittsburgh, PA, USA",12,Active,Ongoing
DeansList,Education,IK12,"New York, NY, USA",12,Active,Ongoing
Classkick,Education,IK12,"Chicago, IL, USA",12,Active,Ongoing
Class Central,Education,IK12,"Mountain View, CA, USA",12,Active,Ongoing
Edoome,Education,IK12,"Palo Alto, CA, USA",12,Active,Ongoing
Edpuzzle,Education,IK12,"San Francisco, CA, USA",12,Active,Ongoing
Kaymbu,Education,IK12,"Boston, MA, USA",12,Active,Ongoing
Showbie,Education,IK12,"Edmonton, AB, Canada",12,Active,Ongoing
Plickers,Education,IK12,"San Francisco, CA, USA",12,Active,Ongoing
Literably,Education,IK12,Remote,12,Active,Ongoing
Kaizena,Education,IK12,"Palo Alto, CA, USA",12,Active,Ongoing
Accredible,Education,IK12,"Berkeley, CA, USA",12,Active,Ongoing
Kodable,Education,IK12,Remote,12,Active,Ongoing
Securly,Education,IK12,"San Jose, CA, USA",12,Active,Ongoing
CodeHS,Education,IK12,"Chicago, IL, USA",12,Active,Ongoing
Informed K12,Education,IK12,"Oakland, CA, USA",12,Active,Ongoing
DigitWhiz,Education,IK12,,12,Active,Ongoing
NoRedInk,Education,IK12,"San Francisco, CA, USA",12,Active,Ongoing
Hapara,Education,IK12,"Redwood City, CA, USA",12,Active,Ongoing
edshelf,Education,IK12,"San Mateo, CA, USA",12,Active,Ongoing
TeachBoost,Education,IK12,Remote,12,Active,Ongoing
TapToLearn,Education,IK12,"Menlo Park, CA, USA",12,Active,Ongoing
Educreations,Education,IK12,Remote,12,Active,Ongoing
Remind,Education,IK12,"San Francisco, CA, USA",12,Active,Ongoing
Goalbook,Education,IK12,Remote,12,Active,Ongoing
Eduvant,Education,IK12,"Austin, TX, USA",12,Active,Ongoing
SchoolMint,Education,IK12,"San Francisco, CA, USA",12,Acquired,Exited
Freckle Education,Education,IK12,"San Francisco, CA, USA",12,Acquired,Exited
LearnSprout,Education,IK12,"San Francisco, CA, USA",12,Acquired,Exited
Answer.ky,Education,IK12,"San Francisco, CA, USA",12,Inactive,Inactive
Sesame,Education,IK12,"San Francisco, CA, USA",12,Inactive,Inactive
Alieo Games,Education,IK12,"Edmonton, AB, Canada",12,Inactive,Inactive
Edusight,Education,IK12,"Toronto, ON, Canada",12,Inactive,Inactive
MathChat,Education,IK12,"San Mateo, CA, USA",12,Inactive,Inactive
Chesscademy,Education,IK12,"New York, NY, USA",12,Inactive,Inactive
BrightLoop,Education,IK12,"Boston, MA, USA",12,Inactive,Inactive
Picolab,Education,IK12,,12,Inactive,Inactive
eduvee,Education,IK12,"London, England, United Kingdom",12,Inactive,Inactive
Mission 100%,Education,IK12,"Durham, NC, USA",12,Inactive,Inactive
ClassroomIQ,Education,IK12,"Chicago, IL, USA",12,Inactive,Inactive
Cellabus,Education,IK12,"San Francisco, CA, USA",12,Inactive,Inactive
NetClick Inc.,Education,IK12,"Kitchener, ON, Canada",12,Inactive,Inactive
Geddit,Education,IK12,"Palo Alto, CA, USA",12,Inactive,Inactive
GigaBryte,Education,IK12,"Palo Alto, CA, USA",12,Inactive,Inactive
VideoNotes,Education,IK12,"Palo Alto, CA, USA",12,Inactive,Inactive
StudyRoom,Education,IK12,,12,Inactive,Inactive
Tioki,Education,IK12,"San Francisco, CA, USA",12,Inactive,Inactive
Blendspace,Education,IK12,"San Francisco, CA, USA",12,Inactive,Inactive
MommaZoo,Education,IK12,"San Carlos, CA, USA",12,Inactive,Inactive
SmarterCookie,Education,IK12,"San Francisco, CA, USA",12,Inactive,Inactive
DSK,Education,IK12,,12,Inactive,Inactive
Socrative,Education,IK12,"Cambridge, MA, USA",12,Inactive,Inactive
TopMind,Education,IK12,,12,Inactive,Inactive
LearningJar,Education,IK12,"San Leandro, CA, USA",12,Inactive,Inactive
InstaGrok,Education,IK12,"Berkeley, CA, USA",12,Inactive,Inactive
Class Connect,Education,IK12,"San Francisco, CA, USA",12,Inactive,Inactive
BrainNook,Education,IK12,,12,Inactive,Inactive
TutorCloud,Education,IK12,,12,Inactive,Inactive
Eleven Learning,Education,IK12,,12,Inactive,Inactive
Dropbox,B2B Software and Services -> Productivity,S07,"San Francisco, CA, USA",7,Exited,Exited
Blue Frog Gaming,Consumer -> Gaming,S07,"Akron, OH, USA",7,Active,Ongoing
Anywhere.FM,Consumer -> Content,S07,,7,Acquired,Exited
Appjet,"B2B Software and Services -> Engineering, Product and Design",S07,"San Francisco, CA, USA",7,Acquired,Exited
Clickpass,"B2B Software and Services -> Engineering, Product and Design",S07,"San Francisco, CA, USA",7,Acquired,Exited
ZumoDrive,B2B Software and Services -> Productivity,S07,"Burlingame, CA, USA",7,Acquired,Exited
Disqus,"B2B Software and Services -> Engineering, Product and Design",S07,"San Francisco, CA, USA",7,Acquired,Exited
Songkick,"Consumer -> Travel, Leisure and Tourism",S07,"England, United Kingdom",7,Acquired,Exited
Biographicon,Consumer -> Content,S07,,7,Inactive,Inactive
Eivod,"B2B Software and Services -> Engineering, Product and Design",S07,"Boston, MA, USA",7,Inactive,Inactive
Fuzzwich,Consumer -> Content,S07,"Palo Alto, CA, USA",7,Inactive,Inactive
Meetyu,Consumer -> Social,S07,,7,Inactive,Inactive
Reble,Consumer -> Content,S07,"San Francisco, CA, USA",7,Inactive,Inactive
SocialPicks,Consumer -> Social,S07,"New York, NY, USA",7,Inactive,Inactive
ContestMachine,B2B Software and Services -> Marketing,S07,"Southfield, MI, USA",7,Inactive,Inactive
Splashup,Consumer -> Social,S07,,7,Inactive,Inactive
iJigg/Top440,Consumer -> Social,S07,"San Francisco, CA, USA",7,Inactive,Inactive
Hello Chair,Consumer -> Home and Personal,S07,"San Francisco, CA, USA",7,Inactive,Inactive
Bountii,Consumer -> Home and Personal,S07,"Watertown, MA, USA",7,Inactive,Inactive
Scale AI,"B2B Software and Services -> Engineering, Product and Design",S16,"San Francisco, CA, USA",16,Active,Ongoing
Meesho,B2B Software and Services -> Retail,S16,"Bengaluru, KA, India",16,Active,Ongoing
MessageBird,"B2B Software and Services -> Engineering, Product and Design",S16,"Amsterdam, NH, Netherlands",16,Active,Ongoing
Flutterwave,Financial Technology -> Payments,S16,"Lagos, LA, Nigeria",16,Active,Ongoing
Vetcove,B2B Software and Services -> Supply Chain and Logistics,S16,Remote,16,Active,Ongoing
Athelas,Healthcare,S16,"Mountain View, CA, USA",16,Active,Ongoing
People.ai,B2B Software and Services -> Sales,S16,"San Francisco, CA, USA",16,Active,Ongoing
Squire Technologies,Consumer -> Home and Personal,S16,"New York, NY, USA",16,Active,Ongoing
CareRev,Healthcare -> Healthcare Services,S16,Remote,16,Active,Ongoing
The Athletic,Consumer -> Content,S16,"San Francisco, CA, USA",16,Acquired,Exited
Joy,Consumer -> Home and Personal,S16,Remote,16,Active,Ongoing
Nova Credit,Financial Technology -> Credit and Lending,S16,"San Francisco, CA, USA",16,Active,Ongoing
Proxy,Consumer -> Consumer Electronics,S16,Remote,16,Active,Ongoing
Burrow,Consumer -> Home and Personal,S16,"New York, NY, USA",16,Active,Ongoing
WorkRamp,B2B Software and Services -> Human Resources,S16,Remote,16,Active,Ongoing
Validere,Industrials -> Energy,S16,"Toronto, ON, Canada",16,Active,Ongoing
Expo,B2B Software and Services -> Infrastructure,S16,"Palo Alto, CA, USA",16,Active,Ongoing
Elemeno Health,Healthcare -> Healthcare IT,S16,"Oakland, CA, USA",16,Active,Ongoing
Suiteness,"Consumer -> Travel, Leisure and Tourism",S16,Remote,16,Active,Ongoing
Jumpcut,Education,S16,"Los Angeles, CA, USA",16,Active,Ongoing
Quero Education,Education,S16,"SÃ£o JosÃ© dos Campos, SP, Brazil",16,Active,Ongoing
Reebeez,Industrials -> Drones,S16,"Austin, TX, USA",16,Active,Ongoing
ApolloShield,Industrials -> Drones,S16,"Tel Aviv-Yafo, Tel Aviv District, Israel",16,Active,Ongoing
Yoshi,Consumer -> Transportation Services,S16,"Nashville, TN, USA",16,Active,Ongoing
OMG Digital,Consumer -> Content,S16,"Accra, Greater Accra Region, Ghana",16,Active,Ongoing
Circa,B2B Software and Services -> Marketing,S16,"Santa Fe, NM, USA",16,Active,Ongoing
Ready Education,Consumer -> Social,S16,"Montreal, QC, Canada",16,Active,Ongoing
CrowdAI,B2B Software and Services,S16,"San Francisco, CA, USA",16,Active,Ongoing
NavTrac,Industrials -> Drones,S16,"San Jose, CA, USA",16,Active,Ongoing
SmartPath,Financial Technology -> Consumer Finance,S16,Remote,16,Active,Ongoing
Curtsy,Consumer -> Apparel and Cosmetics,S16,"San Francisco, CA, USA",16,Active,Ongoing
Airfordable,Financial Technology -> Credit and Lending,S16,Remote,16,Active,Ongoing
Miso,Consumer -> Home and Personal,S16,"Seoul, South Korea",16,Active,Ongoing
Drivezy,"Consumer -> Travel, Leisure and Tourism",S16,"Bengaluru, KA, India",16,Active,Ongoing
Bulldozair,Real Estate and Construction -> Construction,S16,"Paris, ÃŽle-de-France, France",16,Active,Ongoing
GoGoGrandparent,Consumer -> Home and Personal,S16,Remote,16,Active,Ongoing
HiOperator,B2B Software and Services -> Operations,S16,"San Francisco, CA, USA",16,Active,Ongoing
Synvivia,Healthcare -> Industrial Bio,S16,"Berkeley, CA, USA",16,Active,Ongoing
Legalist,Financial Technology -> Credit and Lending,S16,Remote,16,Active,Ongoing
New Incentives,Unspecified,S16,"San Francisco, CA, USA",16,Active,Ongoing
Kenota (formerly ExVivo Labs),Healthcare -> Diagnostics,S16,"Kitchener, ON, Canada",16,Active,Ongoing
garten,B2B Software and Services -> Productivity,S16,"Burlingame, CA, USA",16,Active,Ongoing
Clip Health,Healthcare -> Diagnostics,S16,"Fremont, CA, USA",16,Active,Ongoing
Multiply Labs,Industrials -> Manufacturing and Robotics,S16,"San Francisco, CA, USA",16,Active,Ongoing
Women Who Code,Unspecified,S16,Remote,16,Active,Ongoing
The Flex Company,Consumer -> Home and Personal,S16,"Los Angeles, CA, USA",16,Active,Ongoing
OneChronos,Financial Technology -> Banking and Exchange,S16,"New York, NY, USA",16,Active,Ongoing
Instrumentl,B2B Software and Services,S16,Remote,16,Active,Ongoing
Iris Automation,Industrials -> Drones,S16,"San Francisco, CA, USA",16,Active,Ongoing
RocketLit,Education,S16,Remote,16,Active,Ongoing
Livement,"Consumer -> Travel, Leisure and Tourism",S16,"Guadalajara, Jal., Mexico",16,Active,Ongoing
Farmstead,Consumer -> Food and Beverage,S16,"San Mateo, CA, USA",16,Active,Ongoing
Rose Rocket,B2B Software and Services -> Supply Chain and Logistics,S16,"Toronto, ON, Canada",16,Active,Ongoing
Vote.org,Consumer,S16,Remote,16,Active,Ongoing
Upgraded,Consumer -> Consumer Electronics,S16,Remote,16,Active,Ongoing
Raptor Maps,Industrials -> Climate,S16,"Somerville, MA, USA",16,Active,Ongoing
NuCypher,B2B Software and Services -> Security,S16,Remote,16,Active,Ongoing
Prime Lightworks,Industrials -> Aviation and Space,S16,"Culver City, CA, USA",16,Active,Ongoing
RunKit,"B2B Software and Services -> Engineering, Product and Design",S16,"San Francisco, CA, USA",16,Acquired,Exited
Starcity,Real Estate and Construction -> Housing and Real Estate,S16,"San Francisco, CA, USA",16,Acquired,Exited
Innov8,Real Estate and Construction -> Housing and Real Estate,S16,"New Delhi, DL, India",16,Acquired,Exited
Polymail,B2B Software and Services -> Productivity,S16,"Marina del Rey, CA, USA",16,Acquired,Exited
Saleswhale,B2B Software and Services -> Sales,S16,"Singapore, Singapore",16,Acquired,Exited
NeoWize,B2B Software and Services -> Retail,S16,"Tel Aviv-Yafo, Tel Aviv District, Israel",16,Acquired,Exited
Vidcode,Education,S16,"San Francisco, CA, USA",16,Acquired,Exited
Symple,B2B Software and Services -> Finance and Accounting,S16,"San Francisco, CA, USA",16,Acquired,Exited
Pursuit,Consumer -> Gaming,S16,"San Francisco, CA, USA",16,Acquired,Exited
Fabric,Consumer -> Social,S16,"San Francisco, CA, USA",16,Acquired,Exited
Techmate,Consumer -> Home and Personal,S16,"New York, NY, USA",16,Acquired,Exited
Opsolutely,"B2B Software and Services -> Engineering, Product and Design",S16,"San Francisco, CA, USA",16,Acquired,Exited
SimpleCitizen,Consumer -> Home and Personal,S16,"Salt Lake City, UT, USA",16,Acquired,Exited
Seneca Systems,Government,S16,"Redwood City, CA, USA",16,Acquired,Exited
LocoAI,Industrials -> Automotive,S16,,16,Inactive,Inactive
SkyLights,Consumer -> Virtual and Augmented Reality,S16,"San Jose, CA, USA",16,Inactive,Inactive
UtilityScore (formerly Pando),Consumer -> Home and Personal,S16,"Oakland, CA, USA",16,Inactive,Inactive
Lendsnap,Financial Technology -> Banking and Exchange,S16,Remote,16,Inactive,Inactive
Ubiq,B2B Software and Services -> Productivity,S16,"Boston, MA, USA",16,Inactive,Inactive
Abundance Labs,Consumer -> Home and Personal,S16,"San Francisco, CA, USA",16,Inactive,Inactive
GTRACK Technologies,Industrials -> Energy,S16,"San Francisco, CA, USA",16,Inactive,Inactive
Emote,Education,S16,"San Mateo, CA, USA",16,Inactive,Inactive
Xberts,Consumer,S16,"San Francisco, CA, USA",16,Inactive,Inactive
Scanate/Fellow,B2B Software and Services -> Finance and Accounting,S16,,16,Inactive,Inactive
Starsky Robotics,Industrials -> Automotive,S16,"San Francisco, CA, USA",16,Inactive,Inactive
Seerslab,Consumer -> Social,S16,"Palo Alto, CA, USA",16,Inactive,Inactive
Airo Health,Healthcare -> Consumer Health and Wellness,S16,"San Francisco, CA, USA",16,Inactive,Inactive
Sage Care,Healthcare -> Healthcare Services,S16,"Toronto, ON, Canada",16,Inactive,Inactive
Coub,Consumer -> Social,S16,"Moscow, Russia",16,Inactive,Inactive
Robby Technologies,Industrials -> Manufacturing and Robotics,S16,"Palo Alto, CA, USA",16,Inactive,Inactive
